id,id_empresa,ativo,pessoa,fantasia,razao,nome,documento,ie,telefone1,telefone2,email,site,cep,estado,codigo_cidade,cidade,bairro,endereco,numero,complemento,observacoes,deletado
262,262,1,0,MOTOBOY-WILSON,MOTOBOY-WILSON,MOTOBOY-WILSON,NULL,NULL,(16) 9601 - 1144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MOTO TAXI /ENTREGA/COBRANCA /VIAGEM,0
263,263,1,0,PEDREIRO-MIGUEL ,PEDREIRO-MIGUEL ,PEDREIRO-MIGUEL ,NULL,NULL,(__) 3375 - 7736,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
264,264,1,0,PNEU-FATE ALPHA PNEUS,PNEU-FATE ALPHA PNEUS,PNEU-FATE ALPHA PNEUS,03.576.432/0001-33,NULL,NULL,NULL,NULL,NULL,NULL,RIB.PRETO,NULL,NULL,NULL,AV.THOMAZ ALBERTO WHATELY,3300,RIB.PRETO,mauro@alphapneus.com.br,0
265,265,1,0,PAES COMERCIO E IND.DE CARRETAS,ENGATES-PAES FREE,ENGATES-PAES FREE,58.086.489/0001-46,244306310118,(19) 3287 - 6535,(19) 3287 - 5117,NULL,NULL,NULL,CAMPINAS,NULL,NULL,NULL,R:CINCO,50,BARAO BERALDO,www.paesengates.com.br,0
266,266,1,0,CASA DO SERRALHEIRO ,CASA DO SERRALHEIRO ,CASA DO SERRALHEIRO ,04.357.243/0001-32,NULL,(16) 3368 - 6799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B/B AG: 6509-9 C/C: 2900-9,0
268,268,1,0,PNEU-MORECAP ,PNEU-MORECAP ,PNEU-MORECAP ,NULL,NULL,(19) 3806 - 4000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AV: RAINHA,485,NULL,alex@morecap.com.br,0
269,269,1,0,MECANICO-JOSE RAMOS,MECANICO-JOSE RAMOS,MECANICO-JOSE RAMOS,NULL,NULL,(__) 3361 - 5930,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
270,270,1,0,JR ALVES,RETIFICA FREIOS-SANTA RITA ,RETIFICA FREIOS-SANTA RITA ,08.847.961/0001-48,637298036119,(16) 3116 - 1222,(__) 3374 - 3402,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R: SAO JOAQUIM,2647,TIJUCO PRETO,NULL,0
271,271,1,0,GM-NOVA ,GM-NOVA ,GM-NOVA ,NULL,NULL,(19) 3737 - 2008,(19) 3737 - 2008,90500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ALEXANDREBANCO BRASIL AG:1914-3/CC 90000-1,0
274,274,1,0,AUTO PECAS-ECONOMICAR,AUTO PECAS-ECONOMICAR,AUTO PECAS-ECONOMICAR,NULL,NULL,(16) 3368 - 5061,(16) 3368 - 6478,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,RUA FAGUNDES VARELA,N 459,VILA MARCELINO,economicarautopecas@terra.com.br,0
275,275,1,0,RODONAVES TRANSPORTES E ENCOMENDAS LTDA,TRANSPORTE-RODONAVES (SAO CARLOS),TRANSPORTE-RODONAVES (SAO CARLOS),44.914.992/0001-38,582249216111,(16) 2106 - 6850,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R: DR.ARTUR RODRIGUES DE CASTRO,974,JD.SAO PAULO,16-2108-4200 araraquara,0
276,276,1,0,ACESSORIOS-HOZZ,AUTO X PECAS E ACESS/PAUTOS LTDA,AUTO X PECAS E ACESS/PAUTOS LTDA,NULL,NULL,(17) 3253 - 5475,NULL,NULL,NULL,15035-260,SP,NULL,SAO JOSE RIO PRETO,D.INDUSTRIAL,R.IZIDORO PUPIN,NULL,NULL,B.BRASIL. AG: 0111-2 CC: 21315-2 / (17)3222-4101VENDASHOZZ.IND.BR,0
277,277,1,0,MECANICO-CLAUDERVAN ,MECANICO-CLAUDERVAN ,MECANICO-CLAUDERVAN ,NULL,NULL,(__) 3368 - 5623,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
279,279,1,0,LUBRIFICANTES-MAXLUB ,LUBRIFICANTES-MAXLUB ,LUBRIFICANTES-MAXLUB ,04.235.922/0001-38,285076913114,(19) 3583 - 8844,NULL,NULL,NULL,NULL,DESCALVADO,NULL,NULL,NULL,AV.BOM JESUS ,864,CENTRO,NULL,0
280,280,1,0,FORD-FREDERICO ,FORD-FREDERICO ,FORD-FREDERICO ,NULL,NULL,(16) 2111 - 4982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
281,281,1,0,IMPORTADOS-PLANET IMPORTS ,IMPORTADOS-PLANET IMPORTS ,IMPORTADOS-PLANET IMPORTS ,NULL,NULL,(11) 5061 - 5700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R.DO PARQUE,222,NULL,NULL,0
282,282,1,0,MANGELS,RODA-MANGELS IND.E COM.LTDA ,RODA-MANGELS IND.E COM.LTDA ,17.958.315/0010-30,6931129090091,(35) 3239 - 2277,NULL,NULL,NULL,NULL,TRES CORACOES,NULL,NULL,NULL,ROD.BR 381(FERNAO DIAS ) ,KM 699,DISTRITO INDUSTRIAL,wheels@mangels.com.br,0
283,283,1,0,AUTO PECAS-3R,AUTO PECAS-3R,AUTO PECAS-3R,NULL,NULL,(16) 3368 - 5258,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R: RAIMUNDO CORREA,1219,VILA ALPES,NULL,0
285,285,1,0,PNEU-MAGNUM ,PNEU-MAGNUM ,PNEU-MAGNUM ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
288,288,1,0,CAUTA FORMULARIOS,GRAFICA-CAUTA FORMULARIOS,GRAFICA-CAUTA FORMULARIOS,NULL,NULL,(19) 3526 - 6666,(19) 3524 - 0077,NULL,NULL,NULL,RIO CLARO ,NULL,NULL,NULL,AVENIDA 16,1794,JD. SAO PAULO,prova@cautaformulario.com.br,0
289,289,1,0,MONOCENTER COMERCIO E REPARACAO AUTOMOTIVA LTDA,MONOCENTER COMERCIO E REPARACAO AUTOMOTIVA LTDA,MONOCENTER COMERCIO E REPARACAO AUTOMOTIVA LTDA,06.005.118/0001-99,NULL,(16) 3368 - 5391,NULL,NULL,NULL,13570-390,SP,3548906,SAO CARLOS,VILA LUTFALLA,AVENIDA GETULIO VARGAS,41,NULL,NULL,0
291,291,1,0,RADIO-INTERSOM,RADIO-INTERSOM,RADIO-INTERSOM,NULL,NULL,(__) 3362 - 2141,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R. LOURENCO INOCENTINI,610,VL. NERY,NULL,0
292,292,1,0,GM-CICAL VEICULOS LTDA,GM-CICAL VEICULOS LTDA,GM-CICAL VEICULOS LTDA,01.722.061/0001-25,582436692115,(16) 2102 - 3330,(16) 2102 - 7198,NULL,NULL,NULL,RIB.PRETO,NULL,NULL,NULL,AV.PRESIDENTE VARGAS,2395,NULL,cicalrp@cicalrp.com.br,0
293,293,1,0,FINANCEIRA-BV ,FINANCEIRA-BV ,FINANCEIRA-BV ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
294,294,1,0,PROCOM ,PROCOM ,PROCOM ,NULL,NULL,(__) 3307 - 6440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
295,295,1,0,SCORRO IND.E COMERCIO LTDA,RODA-SCORRO ,RODA-SCORRO ,61.139.556/0001-58,432007779117,(11) 3817 - 5200,(11) 3817 - 5200,NULL,NULL,NULL,MAIRINQUE,NULL,NULL,NULL,R.SALVATORE GRILL,151,DISTRITO INDUSTRIAL,vendas@scorro.com.br         ,0
296,296,1,0,RETIFICA CABECOTE-LABORATORIO CABECOTE,RETIFICA CABECOTE-LABORATORIO CABECOTE,RETIFICA CABECOTE-LABORATORIO CABECOTE,NULL,NULL,(__) 3368 - 3733,NULL,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
297,297,1,0,RECEITA ,RECEITA ,RECEITA ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
298,298,1,0,JOAO GERALDO- AREIERO,MATERIAIS P/CONSTRUCAO-AREIA,MATERIAIS P/CONSTRUCAO-AREIA,NULL,NULL,(16) 3368 - 5105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
299,299,1,0,LUMINOSOS-CARISMA ,LUMINOSOS-CARISMA ,LUMINOSOS-CARISMA ,NULL,NULL,(19) 3441 - 8511,NULL,NULL,NULL,NULL,]LIMEIRA,NULL,NULL,NULL,R.ALGOAS ,690,VILA CRSTOVAM,clarcibertoni.com.br,0
300,300,1,0,FELMAC CARTUCHOS,CARTUCHOS/REMANF-FELMAC ,CARTUCHOS/REMANF-FELMAC ,NULL,NULL,(16) 3501 - 4555,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
301,301,1,0,DESPACHANTE-TICO,DESPACHANTE-TICO,DESPACHANTE-TICO,NULL,NULL,(16) 3412 - 5352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
302,302,1,0,COLLA PECAS ELET.P/AUTOS E ACESSORIOS,AUTO PECAS-COLLA,AUTO PECAS-COLLA,NULL,NULL,(16) 3361 - 7139,(16) 3306 - 9825,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,PQ.ARNOLD SCHIMIDT,ALAM. DOS CRISANTEMOS 220,NULL,NULL,NULL,0
303,303,1,0,TATU S,ESTACA ROTATIVA-TATU ,ESTACA ROTATIVA-TATU ,NULL,INS MUNIC 050.6,(16) 9111 - 2495,(16) 9194 - 7950,NULL,NULL,13572-543,SP,NULL,SAO CARLOS,VL CONCEICAO,RUA GERALDO BRETAS 370,NULL,NULL,NULL,0
304,304,1,0,MOTO-SUNDOMN ,MOTO-SUNDOMN ,MOTO-SUNDOMN ,NULL,NULL,(__) 3368 - 7484,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
305,305,1,0,GERDAU ACOS LONGOS S/A,FERRO-GERDAU ,FERRO-GERDAU ,07.358.761/0001-69,NULL,(16) 3301 - 2900,NULL,NULL,NULL,NULL,SP,NULL,ARARAQUARA,NULL,NULL,NULL,NULL,BRADESCO AG 003-5 /CONTA 177832-3,0
306,306,1,0,MATERIAIS P/CONSTRUCAO-TIJOLO,MATERIAIS P/CONSTRUCAO-TIJOLO,MATERIAIS P/CONSTRUCAO-TIJOLO,NULL,NULL,(__) 9711 - 7391,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
307,307,1,0,MOTO-MAYOR YAMAHA ,MOTO-MAYOR YAMAHA ,MOTO-MAYOR YAMAHA ,NULL,NULL,(16) 2137 - 7300,NULL,NULL,www.mayormotos.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
309,309,1,0,OFICINA PARA-CHOQUE E CIA,PARACHOQUE/CONSERTO-ADAO,PARACHOQUE/CONSERTO-ADAO,NULL,NULL,(__) 3372 - 3388,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R.DA. ALEXANDRINA ,14,CENTRO,NULL,0
310,310,1,0,AMORTECEDORES/REMANF-CUNHA,AMORTECEDORES/REMANF-CUNHA,AMORTECEDORES/REMANF-CUNHA,NULL,NULL,(16) 3308 - 1517,NULL,NULL,NULL,NULL,GAVIAO PEIXOTO,NULL,NULL,NULL,R.ALAMEDA DAL RI,631,CENTRO,NULL,0
313,313,1,0,PNEUAC COM.E IMPORTADORA LTDA,PNEU-PIRELLI ,PNEU-PIRELLI ,NULL,NULL,(16) 3610 - 6916,NULL,NULL,NULL,NULL,RIB.PRETO,NULL,NULL,NULL,AV.DR.FRANCISCO JUNQUEIRA ,1351,NULL,NULL,0
314,314,1,0,MR COMERCIAL,DISTRIBUIDORA-MR ,DISTRIBUIDORA-MR ,NULL,NULL,(16) 3372 - 5632,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,REGINA FINANCEIRO,0
315,315,1,0,PNEU-SPORTLINE ,PNEU-SPORTLINE ,PNEU-SPORTLINE ,NULL,NULL,(11) 7715 - 5237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
316,316,1,0,CARTORIO-TOMBI ,CARTORIO-TOMBI ,CARTORIO-TOMBI ,NULL,NULL,(__) 2107 - 4000,NULL,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
317,317,1,0,SK AUTOMOTIVE -  RIBEIRAO PRETO,SK AUTOMOTIVE S/A DIST. AUTO PECAS,SK AUTOMOTIVE S/A DIST. AUTO PECAS,08.237.002/0009-68,582743239114,(16) 3878 - 5300,NULL,rogerio.cruz@skautomotive.com.br,NULL,14080-100,SP,3543402,RIBEIRAO PRETO,CAMPOS ELISEOS,RUA MARQUES DE POMBAL,2186,NULL,016-38785314-VINICIOSDIA 27/05 FERNANDO E O NOSSO ATENDENTE (16)3878-5311 FERNANDO.SILVASKAUTOMOTIVE.COM.BR,0
318,318,1,0,AUTO PECAS-RAMIRES,AUTO PECAS-RAMIRES,AUTO PECAS-RAMIRES,NULL,NULL,(__) 3361 - 4182,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
319,319,1,0,ESCAPAMENTO-NENE,ESCAPAMENTO-NENE,ESCAPAMENTO-NENE,NULL,NULL,(16) 3322 - 0161,NULL,NULL,NULL,NULL,SP,NULL,ARARAQUARA,CENTRO,NULL,NULL,NULL,NULL,0
320,320,1,0,HERVAL,PNEU-HANKOOK ,PNEU-HANKOOK ,NULL,NULL,(11) 2169 - 1000,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.IONEJI MATSUBAYASHI ,1351,B.COLONIA,pneus@herval.com.br,0
321,321,1,0,FREZA CAMBIO-VENTURA ,FREZA CAMBIO-VENTURA ,FREZA CAMBIO-VENTURA ,NULL,NULL,(16) 3368 - 6440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R.HUMBERTO CAMPOS ,402,NULL,NULL,0
323,323,1,0,TRANSPORTE-VIACAO  STA CRUZ,TRANSPORTE-VIACAO  STA CRUZ,TRANSPORTE-VIACAO  STA CRUZ,NULL,NULL,(__) 3374 - 7252,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9213-0467 (SETOR DE CARGAS) *JOSE CARLOS,0
324,324,1,0,BANCO-HSBC ,BANCO-HSBC ,BANCO-HSBC ,NULL,NULL,(__) 3362 - 2400,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
326,326,1,0,TRANSPORTE-RODONAVES (RIB.PRETO) ,TRANSPORTE-RODONAVES (RIB.PRETO) ,TRANSPORTE-RODONAVES (RIB.PRETO) ,NULL,NULL,(16) 2101 - 9905,NULL,NULL,NULL,NULL,SP,NULL,RIB.PRETO,NULL,NULL,NULL,NULL,COLETA 16175,0
329,329,1,0,PNEU-ZACARIAS (GINO),PNEU-ZACARIAS (GINO),PNEU-ZACARIAS (GINO),NULL,NULL,(16) 3625 - 5033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0800131777 /011-71814176,0
330,330,1,0,CARTAO-VISA,CARTAO-VISA,CARTAO-VISA,NULL,NULL,(80) 0570 - 8472,(80) 0570 - 0111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RELATORIOS ENTER+78+ENTER,0
331,331,1,0,CARTAO-MASTERCARD,CARTAO-MASTERCARD,CARTAO-MASTERCARD,NULL,NULL,(08) 0078 - 4433,(11) 4001 - 4433,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PAULO - 9202-1777          TAXA--7/12-5.1,0
332,332,1,0,C.A MOTOS,MOTO-BETINHO ,MOTO-BETINHO ,NULL,NULL,(__) 3376 - 1321,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R.SAO JOAQUIM ,449,CENTRO,NULL,0
333,333,1,0,MAD GRAPHIX,MOTO-CAPACETE/PINTURA ,MOTO-CAPACETE/PINTURA ,NULL,NULL,(__) 9715 - 0278,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R.DNA ALEXANDRINA,540,NULL,NULL,0
335,335,1,0,PNEU-ZACARIAS(RICARDO) ,PNEU-ZACARIAS(RICARDO) ,PNEU-ZACARIAS(RICARDO) ,NULL,NULL,(16) 3941 - 0016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
336,336,1,0,BANANA BRASIL ,BANANA BRASIL ,BANANA BRASIL ,NULL,NULL,(__) 3372 - 4843,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
337,337,1,0,RODA-MULTIRODA/REFORMA,RODA-MULTIRODA/REFORMA,RODA-MULTIRODA/REFORMA,NULL,NULL,(16) 3116 - 7276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
338,338,1,0,TRANSPORTE-VIACAO COMETA,TRANSPORTE-VIACAO COMETA,TRANSPORTE-VIACAO COMETA,NULL,NULL,(__) 3371 - 2299,NULL,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
339,339,1,0,ADRIANA (REINALDO),ADRIANA (REINALDO),ADRIANA (REINALDO),NULL,NULL,(16) 8122 - 2755,NULL,NULL,NULL,NULL,SP,3548906,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
340,340,1,0,PNEU-COMETA ,PNEU-COMETA ,PNEU-COMETA ,NULL,NULL,(17) 3236 - 8999,(17) 3358 - 9909,NULL,NULL,NULL,SP,NULL,SAO JOSE DO RIO PRETO,PQ.INDUSTRIAL,NULL,NULL,NULL,NULL,0
341,341,1,0,DIPESO,PNEU-LUMA  ,PNEU-LUMA  ,NULL,NULL,(15) 3233 - 7818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
342,342,1,0,PNEU-ABC ,PNEU-ABC ,PNEU-ABC ,NULL,NULL,(11) 4976 - 8845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
343,343,1,0,CARLOS ALBERTO NOGUEIRA DE SOUZA,IMPORTADOS-CCN  ,IMPORTADOS-CCN  ,NULL,NULL,(11) 3723 - 5586,(11) 3723 - 5591,NULL,NULL,NULL,SP,NULL,SAO PAULO,NULL,NULL,NULL,NULL,BRADESC0 AG:0301-8/CONTA 30603-7,0
344,344,1,0,TITAN DISTRIBUIDORA DE AUTO PECAS LTDA,ACESSORIOS-TITAN ,ACESSORIOS-TITAN ,NULL,NULL,(11) 6488 - 3129,NULL,vendas@titanpartes.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
345,345,1,0,PROGRAMA-FABIO RENATO,PROGRAMA-FABIO RENATO,PROGRAMA-FABIO RENATO,NULL,NULL,(16) 9701 - 6156,(16) 3375 - 6103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
346,346,1,0,CONFECCAO-BERNARDO,CONFECCAO-BERNARDO,CONFECCAO-BERNARDO,NULL,NULL,(16) 3411 - 0271,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R: SEBASTIAO SAMPAIO OSORIO,974,SANTA FELICIA,cia.dascamisetas@itelefonica.com.br,0
347,347,1,0,RETIFICA MOTORES-ELIO NUCCI,RETIFICA MOTORES-ELIO ,RETIFICA MOTORES-ELIO ,NULL,NULL,(__) 3368 - 3073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91868396-JUNINHO,0
348,348,1,0,IMPORTADOS-VANS 2000 ,IMPORTADOS-VANS 2000 ,IMPORTADOS-VANS 2000 ,NULL,NULL,(11) 2909 - 2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
349,349,1,0,IMPORTADOS-DISAPE,IMPORTADOS-DISAPE,IMPORTADOS-DISAPE,NULL,NULL,(__) 9784 - 7461,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
350,350,1,0,REVEST-FREIOS,SERVO FREIO/REMANF-DIDI ,SERVO FREIO/REMANF-DIDI ,NULL,NULL,(__) 3371 - 5823,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R.OSVALDO CRUZ ,52,CENTRO,NULL,0
351,351,1,0,SERVO FREIO/REMANF-EMERSON,SERVO FREIO/REMANF-EMERSON,SERVO FREIO/REMANF-EMERSON,NULL,NULL,(__) 3361 - 1159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
352,352,1,0,PISO-JOAO  BRAZ,PISO-JOAO  BRAZ,PISO-JOAO  BRAZ,NULL,NULL,(__) 9207 - 7271,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
353,353,1,0,TECNOPARTS AUTOPECAS COMERCIAL LTDA,RENAULT-RR PARTS COM.IMPORT.AUTO PECAS,RENAULT-RR PARTS COM.IMPORT.AUTO PECAS,10.663.564/0001-68,148513338114,(11) 3723 - 3130,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R: IQUIRIRIM, 632    634,VILA INDIANA,rrparts@rrparts.com.br,0
354,354,1,0,TRANSPORTE-BRASPRESS ,TRANSPORTE-BRASPRESS ,TRANSPORTE-BRASPRESS ,NULL,NULL,(11) 6221 - 2577,NULL,NULL,NULL,NULL,SP,NULL,ARARAQUARA,NULL,NULL,NULL,NULL,NULL,0
355,355,1,0,PATTHI TRANSP.DISTRIB.LTDA,TRANSPORTE-PATTHI,TRANSPORTE-PATTHI,71.997.274/0001-45,113837049110,(11) 5548 - 9900,NULL,patthi@patthitransportes.com.br,NULL,04671-903,SP,NULL,SAO PAULO,PQ.IND.TAQUARAL,R.DOM AGUIRE.602/652,NULL,NULL,NULL,0
356,356,1,0,PANAMBRA TECNICA IMPORT. E EXPORT. LTDA,EQUIPAMENTOS/VENDA-PANAMBRA ,EQUIPAMENTOS/VENDA-PANAMBRA ,NULL,NULL,(11) 3346 - 6379,(11) 3272 - 8777,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,AV: DO ESTADO,5588,CAMBUCI,hen.amorim.jr@gmail.com,0
357,357,1,0,TRANSPORTE-VARILOG,TRANSPORTE-VARILOG,TRANSPORTE-VARILOG,NULL,NULL,(__) 3372 - 6135,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
358,358,1,0,EBER BUENO,CHECK EXPRESS ,CHECK EXPRESS ,NULL,NULL,(__) 3376 - 9696,NULL,erberbueno@terra.com.br,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
360,360,1,0,COMERCIAL VALFLEX FERRAM. E EQUIP. LTDA ,FERRAMENTA-VALFLEX,FERRAMENTA-VALFLEX,02.752.999/0001-50,115234280116,(11) 2796 - 6161,(11) 6618 - 3318,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,AV. CARLOS DE CAMPOS,173,PARI,vendas08@comercialvalflex.com.br,0
361,361,1,0,FERRAMENTA-ARI ,FERRAMENTA-ARI ,FERRAMENTA-ARI ,NULL,NULL,(__) 9703 - 4748,(__) 3374 - 5472,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
362,362,1,0,COMPUTADOR-CEA ,COMPUTADOR-CEA ,COMPUTADOR-CEA ,NULL,NULL,(__) 3362 - 5534,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
363,363,1,0,DISCASA DIST.S.CARLOS LTDA,DISCASA,DISCASA,59.599.134/0001-13,637.007.991-119,(16) 3362 - 2530,NULL,NULL,NULL,13560-290,SP,3548906,SAO CARLOS,VILA MONTEIRO (GLEBA I),RUA DONA ALEXANDRINA,138,NULL,3362-2520 NETO/PAULA        KIKO- ATENDE O BETOFINANCEIRO  BRUNA ONOFRE  COBRANCADISCASA.COM.BR  3362-2500,0
364,364,1,0,TRANSPORTE-RODOVIARIA ,TRANSPORTE-RODOVIARIA ,TRANSPORTE-RODOVIARIA ,NULL,NULL,(__) 3371 - 9209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
365,365,1,0,PNEU-CONTYRES (MOTOS),PNEU-CONTYRES (MOTOS),PNEU-CONTYRES (MOTOS),NULL,NULL,(17) 9102 - 5551,NULL,NULL,NULL,NULL,SP,NULL,SAO JOSE RIO PRETO,NULL,NULL,NULL,NULL,NULL,0
366,366,1,0,TRANSPORTE-EMPRESA CRUZ/REUNIDAS ,TRANSPORTE-EMPRESA CRUZ/REUNIDAS ,TRANSPORTE-EMPRESA CRUZ/REUNIDAS ,NULL,NULL,(__) 3371 - 1307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
367,367,1,0,ACESSORIOS-W.A.C.-SOM AUTOMOTIVO ,ACESSORIOS-W.A.C.-SOM AUTOMOTIVO ,ACESSORIOS-W.A.C.-SOM AUTOMOTIVO ,NULL,NULL,(__) 3411 - 0419,NULL,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
369,369,1,0,OLEO QUEIMADO-EDSON (COMPRA),OLEO QUEIMADO (COMPRA) ,OLEO QUEIMADO (COMPRA) ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
370,370,1,0,MOVEIS P/ESCRITORIO-MEGA MOVEIS ,MOVEIS P/ESCRITORIO-MEGA MOVEIS ,MOVEIS P/ESCRITORIO-MEGA MOVEIS ,NULL,NULL,(19) 3585 - 4324,NULL,NULL,NULL,NULL,PORTO FERREIRA,NULL,NULL,NULL,R. D. BALBINA,70,NULL,mega_moveis_para_escritorio@hotmail.com,0
371,371,1,0,FABIO-COBRANCAS,FABIO-COBRANCAS,FABIO-COBRANCAS,NULL,NULL,(__) 9703 - 6882,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
372,372,1,0,MATERIAIS P/COSNTRUCAO-LIDER CIMENTO,MATERIAIS P/COSNTRUCAO-LIDER CIMENTO,MATERIAIS P/COSNTRUCAO-LIDER CIMENTO,NULL,NULL,(__) 3363 - 2500,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
