id;codigo;registro_uso;registro_uso_usuario;fantasia;razao;ie;ie_inddest;documento;fixo_1;fixo_2;fixo_3_contato;fixo_3;endereco;numero;bairro;complemento;codigo_cidade;cidade;estado;cep;email;observacoes
252;4-00252;N;NULL;ACESSORIOS-MAXINE (CAPAS P/AUTOMOVEIS );ACESSORIOS-MAXINE (CAPAS P/AUTOMOVEIS );;9-NAO CONTR;;(11) 6107 - 1772;(11) 6216 - 2052;;;R.JABIACU ,179;;VILA EMA;;;SAO PAULO;SP;_____-___;capasmaxine@hotmail.com;
253;4-00253;N;NULL;DISTRIBUIDOR-LUPORINI/IMPORTADOS;LUPORINI DISTRIBUIDORA DE AUTO PECAS LTDA;110071408118;9-NAO CONTR;50.276.898/0001-01;(11) 2105 - 5000;(11) 2105 - 5035;MARCELINO 2105-5080;;R: ANHAIA, 995;;BOM RETIRO;;;SAO PAULO;SP;01130-000;;BRASIL  AG:3320.0/CONTA 10501-5
254;4-00254;N;NULL;PRIS-LUX IND.E COMERCIO DE AUTO PECAS;ACESSORIOS-PRISLUX (PONTEIRAS );;9-NAO CONTR;;(11) 6115 - 0341;;;;R.SENADOR MAYNARD GOMES ,700;;SAO MATEUS;;;SAO PAULO;SP;03948-000;prislux@hotmail.com;
255;4-00255;N;;DISK  LETRAS;LETREIRO-JOAO/CICERO;;9-NAO CONTR;;(__) 9601 - 7470;;;;;;;;;;;_____-___;;
257;4-00257;N;;INJEPEL-COM.DE AUTO PECAS LTDA-EPP;DISTRIBUIDORA-INJEPEL;582630123118;9-NAO CONTR;05.217.125/0001-91;(16) 3628 - 7411;(16) 2111 - 7407;0800.704.7411/0800.940.0511.WILLI   ;;AV. CEL. QUITO JUNQUEIRA ,325;;CAMPOS ELISEOS;;;RIB.PRETO;SP;14085-620;www.injepel.com.br / vendas10@injepel.com.br;BCO BRASIL  AG.2890-8/CONTA 101852-3
258;4-00258;N;NULL;DISTRIBUIDORA DE PECAS SANTOS LTDA;DISTRIBUIDORA-DPS;181.316.653.18;9-NAO CONTR;04.634.168/0006-14;(16) 2109 - 2107;(__) 2109 - 2117;(16)2109-2100 TOLINO;;AV.ALFREDO COELHO DE OLIVEIRA, 177;;CARMO;;;ARARAQUARA;SP;_____-___;;
259;4-00259;N;;EXTINTORES-NACIONAL;EXTINTORES-NACIONAL  ;;9-NAO CONTR;;(16) 9702 - 9590;(45) 3227 - 0207;VALMIR REX;;;;;;;CASCAVEL ;PR;_____-___;;
260;4-00260;N;NULL;FATOR DISTRIBUIDORA DE AUTO PECAS;DISTRIBUIDORA-FATOR;;9-NAO CONTR;;(19) 9113 - 3581;(19) 3029 - 7400;BENEDICTO DE OLIVEIRA SOUZA REPRESENTANT;;AV BUENO DE MIRANDA 555;;VILA INDUSTRIAL ;;;CAMPINAS ;SP;13035-530;fator@fatordistribuidora.com.br;GIL-97290445/55*42*23148
261;4-00261;N;NULL;NUNES REPR CRED COB.LTDA;FINANCEIRA-PANAMERICANO;;9-NAO CONTR;;(16) 9608 - 9561;(16) 3371 - 8424;NIVALDO Q DE ALMEIDA;;R: 9 DE JULHO 1006;;CENTRO;;;SAO CARLOS;SP;13560-590;pansolution.com.br;
262;4-00262;N;NULL;MOTOBOY-WILSON;MOTOBOY-WILSON;;9-NAO CONTR;;(16) 9601 - 1144;;;;;;;;;;;_____-___;;MOTO TAXI /ENTREGA/COBRANCA /VIAGEM
263;4-00263;N;NULL;PEDREIRO-MIGUEL ;PEDREIRO-MIGUEL ;;9-NAO CONTR;;(__) 3375 - 7736;;;;;;;;;;;_____-___;;
264;4-00264;N;NULL;PNEU-FATE ALPHA PNEUS;PNEU-FATE ALPHA PNEUS;;9-NAO CONTR;03.576.432/0001-33;;;MATHEUS 016-36265821;;AV.THOMAZ ALBERTO WHATELY,3300;;RIB.PRETO;;;RIB.PRETO;SP;_____-___;mauro@alphapneus.com.br;
265;4-00265;N;NULL;PAES COMERCIO E IND.DE CARRETAS;ENGATES-PAES FREE;244306310118;9-NAO CONTR;58.086.489/0001-46;(19) 3287 - 6535;(19) 3287 - 5117;DIANAPAESENGATES.COM.BR;;R:CINCO, 50;;BARAO BERALDO;;;CAMPINAS;SP;13083-725;www.paesengates.com.br;"AG:2297-7  C/C:6980-9 EXPRESSO PRATA"
266;4-00266;N;NULL;CASA DO SERRALHEIRO ;CASA DO SERRALHEIRO ;;9-NAO CONTR;04.357.243/0001-32;(16) 3368 - 6799;;;;;;;;;;;_____-___;;B/B AG: 6509-9 C/C: 2900-9
268;4-00268;N;NULL;PNEU-MORECAP ;PNEU-MORECAP ;;9-NAO CONTR;;(19) 3806 - 4000;;ANDRE (19)9200-1607;;AV: RAINHA, 485;;;;;;;_____-___;alex@morecap.com.br;"MORECAP LINHA PESADA  (19)3806-4000RAQUEL 19-30228000"
269;4-00269;N;NULL;MECANICO-JOSE RAMOS;MECANICO-JOSE RAMOS;;9-NAO CONTR;;(__) 3361 - 5930;;;;;;;;;;;_____-___;;
270;4-00270;N;NULL;JR ALVES;RETIFICA FREIOS-SANTA RITA ;637298036119;9-NAO CONTR;08.847.961/0001-48;(16) 3116 - 1222;(__) 3374 - 3402;;;R: SAO JOAQUIM, 2647;;TIJUCO PRETO;;;SAO CARLOS;SP;13560-000;;
271;4-00271;N;;GM-NOVA ;GM-NOVA ;;9-NAO CONTR;;(19) 3737 - 2008;(19) 3737 - 2008;VALDECIR/MARCELO-(19)3737-2000;;;;;;;;;_____-___;11-30490500 financeiro;"ALEXANDREBANCO BRASIL AG:1914-3/CC 90000-1"
274;4-00274;N;;AUTO PECAS-ECONOMICAR;AUTO PECAS-ECONOMICAR;;9-NAO CONTR;;(16) 3368 - 5061;(16) 3368 - 6478;(16)3368-8080 / 3368-3214;;RUA FAGUNDES VARELA,N 459;;VILA MARCELINO;;;SAO CARLOS;SP;13570-594;economicarautopecas@terra.com.br;ATACADO-----33682228----CARMO   ROSE 3368-9153 DANIELI FINANCEIRODEPOSITO 3368-2822/3368-5061 LEANDRO
275;4-00275;N;;RODONAVES TRANSPORTES E ENCOMENDAS LTDA;TRANSPORTE-RODONAVES (SAO CARLOS);582249216111;9-NAO CONTR;44.914.992/0001-38;(16) 2106 - 6850;;MARCIA;;R: DR.ARTUR RODRIGUES DE CASTRO, 974;;JD.SAO PAULO;;;SAO CARLOS;SP;13570-410;16-2108-4200 araraquara;"ROGERIO-9733-4208    RTE604RTE.COM.BR   FINANCEIRO KELLI OU LETICIA2645/12"
276;4-00276;N;NULL;ACESSORIOS-HOZZ;AUTO X PECAS E ACESS/PAUTOS LTDA;;9-NAO CONTR;;(17) 3253 - 5475;;KELLY (17)32224101;;R.IZIDORO PUPIN;;D.INDUSTRIAL;;;SAO JOSE RIO PRETO;SP;15035-260;;"B.BRASIL. AG: 0111-2 CC: 21315-2 / (17)3222-4101VENDASHOZZ.IND.BR"
277;4-00277;N;NULL;MECANICO-CLAUDERVAN ;MECANICO-CLAUDERVAN ;;9-NAO CONTR;;(__) 3368 - 5623;;;;;;;;;;;_____-___;;
279;4-00279;N;NULL;LUBRIFICANTES-MAXLUB ;LUBRIFICANTES-MAXLUB ;285076913114;9-NAO CONTR;04.235.922/0001-38;(19) 3583 - 8844;;019-92811623-ARIANA;;AV.BOM JESUS ,864;;CENTRO;;;DESCALVADO;SP;13690-000;;
280;4-00280;N;NULL;FORD-FREDERICO ;FORD-FREDERICO ;;9-NAO CONTR;;(16) 2111 - 4982;;;;;;;;;;;_____-___;;
281;4-00281;N;NULL;IMPORTADOS-PLANET IMPORTS ;IMPORTADOS-PLANET IMPORTS ;;9-NAO CONTR;;(11) 5061 - 5700;;GILBERTO;;R.DO PARQUE,222;;;;;;;_____-___;;
282;4-00282;N;NULL;MANGELS;RODA-MANGELS IND.E COM.LTDA ;6931129090091;9-NAO CONTR;17.958.315/0010-30;(35) 3239 - 2277;;ELAINE- 0800 703 2388;;ROD.BR 381(FERNAO DIAS ) ,KM 699;;DISTRITO INDUSTRIAL;;;TRES CORACOES;MG;37410-000;wheels@mangels.com.br;CELSO-019-97492843
283;4-00283;N;;AUTO PECAS-3R;AUTO PECAS-3R;;9-NAO CONTR;;(16) 3368 - 5258;;;;R: RAIMUNDO CORREA, 1219;;VILA ALPES;;;SAO CARLOS;SP;13570-091;;
285;4-00285;N;NULL;PNEU-MAGNUM ;PNEU-MAGNUM ;;9-NAO CONTR;;;;DENIS;;;;;;;;;_____-___;;
288;4-00288;N;NULL;CAUTA FORMULARIOS;GRAFICA-CAUTA FORMULARIOS;;9-NAO CONTR;;(19) 3526 - 6666;(19) 3524 - 0077;SILVANO LUIS LANDI /FRANCIELI;;AVENIDA 16, 1794;;JD. SAO PAULO;;;RIO CLARO ;SP;13503-020;prova@cautaformulario.com.br;0800 125 677
289;4-00289;N;;MONOCENTER COMERCIO E REPARACAO AUTOMOTIVA LTDA;MONOCENTER COMERCIO E REPARACAO AUTOMOTIVA LTDA;;9-NAO CONTR;06.005.118/0001-99;(16) 3368 - 5391;;;;AVENIDA GETULIO VARGAS;41;VILA LUTFALLA;;3548906;SAO CARLOS;SP;13570-390;;
291;4-00291;N;NULL;RADIO-INTERSOM;RADIO-INTERSOM;;9-NAO CONTR;;(__) 3362 - 2141;;MARCOS FRANZO 9704-2928/9250-2435;;R. LOURENCO INOCENTINI, 610;;VL. NERY;;;SAO CARLOS;SP;13567-620;;B.BRASIL AG:295-X CC:4788-0 
292;4-00292;N;NULL;GM-CICAL VEICULOS LTDA;GM-CICAL VEICULOS LTDA;582436692115;9-NAO CONTR;01.722.061/0001-25;(16) 2102 - 3330;(16) 2102 - 7198;RICHARD-91415475/21027198;;AV.PRESIDENTE VARGAS,2395;;;;;RIB.PRETO;SP;_____-___;cicalrp@cicalrp.com.br;
293;4-00293;N;NULL;FINANCEIRA-BV ;FINANCEIRA-BV ;;9-NAO CONTR;;;;MARCAO-97613503;;;;;;;;;_____-___;;
294;4-00294;N;NULL;PROCOM ;PROCOM ;;9-NAO CONTR;;(__) 3307 - 6440;;;;;;;;;;;_____-___;;
295;4-00295;N;NULL;SCORRO IND.E COMERCIO LTDA;RODA-SCORRO ;432007779117;9-NAO CONTR;61.139.556/0001-58;(11) 3817 - 5200;(11) 3817 - 5200;WWW.VERDECUSTOMWHEELS.COM;;R.SALVATORE GRILL,151;;DISTRITO INDUSTRIAL;;;MAIRINQUE;SP;18120-000;vendas@scorro.com.br         ;SERGIO (19)9774-9368 / 7803-3487                  
296;4-00296;N;;RETIFICA CABECOTE-LABORATORIO CABECOTE;RETIFICA CABECOTE-LABORATORIO CABECOTE;;9-NAO CONTR;;(__) 3368 - 3733;;;;;;;;;SAO CARLOS;SP;13560-000;;
297;4-00297;N;NULL;RECEITA ;RECEITA ;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
298;4-00298;N;NULL;JOAO GERALDO- AREIERO;MATERIAIS P/CONSTRUCAO-AREIA;;9-NAO CONTR;;(16) 3368 - 5105;;;;;;;;;;;_____-___;;
299;4-00299;N;NULL;LUMINOSOS-CARISMA ;LUMINOSOS-CARISMA ;;9-NAO CONTR;;(19) 3441 - 8511;;;;R.ALGOAS ,690;;VILA CRSTOVAM;;;]LIMEIRA;SP;13480-540;clarcibertoni.com.br;
300;4-00300;N;;FELMAC CARTUCHOS;CARTUCHOS/REMANF-FELMAC ;;9-NAO CONTR;;(16) 3501 - 4555;;;;;;;;;SAO CARLOS;SP;_____-___;;
301;4-00301;N;NULL;DESPACHANTE-TICO;DESPACHANTE-TICO;;9-NAO CONTR;;(16) 3412 - 5352;;;;;;;;;;;_____-___;;
302;4-00302;N;NULL;COLLA PECAS ELET.P/AUTOS E ACESSORIOS;AUTO PECAS-COLLA;;9-NAO CONTR;;(16) 3361 - 7139;(16) 3306 - 9825;;;ALAM. DOS CRISANTEMOS 220;;PQ.ARNOLD SCHIMIDT;;;SAO CARLOS;SP;13560-000;;
303;4-00303;N;NULL;TATU S;ESTACA ROTATIVA-TATU ;INS MUNIC 050.6;9-NAO CONTR;;(16) 9111 - 2495;(16) 9194 - 7950;VALDIR;;RUA GERALDO BRETAS 370;;VL CONCEICAO;;;SAO CARLOS;SP;13572-543;;
304;4-00304;N;NULL;MOTO-SUNDOMN ;MOTO-SUNDOMN ;;9-NAO CONTR;;(__) 3368 - 7484;;MATEUS;;;;;;;;;_____-___;;
305;4-00305;N;NULL;GERDAU ACOS LONGOS S/A;FERRO-GERDAU ;;9-NAO CONTR;07.358.761/0001-69;(16) 3301 - 2900;;ARENA/GUSTAVO;;;;;;;ARARAQUARA;SP;_____-___;;BRADESCO AG 003-5 /CONTA 177832-3
306;4-00306;N;NULL;MATERIAIS P/CONSTRUCAO-TIJOLO;MATERIAIS P/CONSTRUCAO-TIJOLO;;9-NAO CONTR;;(__) 9711 - 7391;;PAULO;;;;;;;;;_____-___;;
307;4-00307;N;NULL;MOTO-MAYOR YAMAHA ;MOTO-MAYOR YAMAHA ;;9-NAO CONTR;;(16) 2137 - 7300;;ADRIANA 81385869;;;;;;;;;_____-___;www.mayormotos.com.br;
309;4-00309;N;NULL;OFICINA PARA-CHOQUE E CIA;PARACHOQUE/CONSERTO-ADAO;;9-NAO CONTR;;(__) 3372 - 3388;;;;R.DA. ALEXANDRINA ,14;;CENTRO;;;SAO CARLOS;SP;13560-290;;
310;4-00310;N;;AMORTECEDORES/REMANF-CUNHA;AMORTECEDORES/REMANF-CUNHA;;9-NAO CONTR;;(16) 3308 - 1517;;CUNHA;;R.ALAMEDA DAL RI,631;;CENTRO;;;GAVIAO PEIXOTO;SP;_____-___;;
313;4-00313;N;NULL;PNEUAC COM.E IMPORTADORA LTDA;PNEU-PIRELLI ;;9-NAO CONTR;;(16) 3610 - 6916;;RENE;;AV.DR.FRANCISCO JUNQUEIRA ,1351;;;;;RIB.PRETO;SP;14085-310;;0800112429 /CODIGO 2028275-----08007221130-ALEXANDRE
314;4-00314;N;;MR COMERCIAL;DISTRIBUIDORA-MR ;;9-NAO CONTR;;(16) 3372 - 5632;;;;;;;;;SAO CARLOS;SP;_____-___;;REGINA FINANCEIRO
315;4-00315;N;NULL;PNEU-SPORTLINE ;PNEU-SPORTLINE ;;9-NAO CONTR;;(11) 7715 - 5237;;VOLP;;;;;;;;;_____-___;;
316;4-00316;N;NULL;CARTORIO-TOMBI ;CARTORIO-TOMBI ;;9-NAO CONTR;;(__) 2107 - 4000;;;;;;;;;SAO CARLOS;SP;13560-000;;
317;4-00317;N;;SK AUTOMOTIVE -  RIBEIRAO PRETO;SK AUTOMOTIVE S/A DIST. AUTO PECAS;582743239114;9-NAO CONTR;08.237.002/0009-68;(16) 3878 - 5300;;016-38785303-ROGERIO;;RUA MARQUES DE POMBAL;2186;CAMPOS ELISEOS;;3543402;RIBEIRAO PRETO;SP;14080-100;rogerio.cruz@skautomotive.com.br;"016-38785314-VINICIOSDIA 27/05 FERNANDO E O NOSSO ATENDENTE (16)3878-5311 FERNANDO.SILVASKAUTOMOTIVE.COM.BR"
318;4-00318;N;;AUTO PECAS-RAMIRES;AUTO PECAS-RAMIRES;;9-NAO CONTR;;(__) 3361 - 4182;;3361-1965;;;;;;;SAO CARLOS;SP;_____-___;;
319;4-00319;N;NULL;ESCAPAMENTO-NENE;ESCAPAMENTO-NENE;;9-NAO CONTR;;(16) 3322 - 0161;;33222257;;;;CENTRO;;;ARARAQUARA;SP;_____-___;;
320;4-00320;N;;HERVAL;PNEU-HANKOOK ;;9-NAO CONTR;;(11) 2169 - 1000;;CARLOS-97039031;;R.IONEJI MATSUBAYASHI ,1351;;B.COLONIA;;;SAO PAULO;;08260-050;pneus@herval.com.br;
321;4-00321;N;;FREZA CAMBIO-VENTURA ;FREZA CAMBIO-VENTURA ;;9-NAO CONTR;;(16) 3368 - 6440;;BETO;;R.HUMBERTO CAMPOS ,402;;;;;;;_____-___;;
323;4-00323;N;NULL;TRANSPORTE-VIACAO  STA CRUZ;TRANSPORTE-VIACAO  STA CRUZ;;9-NAO CONTR;;(__) 3374 - 7252;;3306-9842-ENCOMENDAS;;;;;;;;;_____-___;;9213-0467 (SETOR DE CARGAS) *JOSE CARLOS
324;4-00324;N;NULL;BANCO-HSBC ;BANCO-HSBC ;;9-NAO CONTR;;(__) 3362 - 2400;;MARCELO / SILVANA;;;;;;;SAO CARLOS;SP;_____-___;;
326;4-00326;N;NULL;TRANSPORTE-RODONAVES (RIB.PRETO) ;TRANSPORTE-RODONAVES (RIB.PRETO) ;;9-NAO CONTR;;(16) 2101 - 9905;;ADRIANA/FABIANA/JUNIOR;;;;;;;RIB.PRETO;SP;_____-___;;COLETA 16175
329;4-00329;N;NULL;PNEU-ZACARIAS (GINO);PNEU-ZACARIAS (GINO);;9-NAO CONTR;;(16) 3625 - 5033;;GINO-016 81565233;;;;;;;;;_____-___;;0800131777 /011-71814176
330;4-00330;N;NULL;CARTAO-VISA;CARTAO-VISA;;9-NAO CONTR;;(80) 0570 - 8472;(80) 0570 - 0111;CADAS:1012014298  CADAS LOJ 2-1020421468;;;;;;;;;_____-___;;RELATORIOS ENTER+78+ENTER
331;4-00331;N;NULL;CARTAO-MASTERCARD;CARTAO-MASTERCARD;;9-NAO CONTR;;(08) 0078 - 4433;(11) 4001 - 4433;MAQUINETA-14812207        TAXA--2/6-4.3;;;;;;;;;_____-___;;PAULO - 9202-1777          TAXA--7/12-5.1
332;4-00332;N;NULL;C.A MOTOS;MOTO-BETINHO ;;9-NAO CONTR;;(__) 3376 - 1321;;;;R.SAO JOAQUIM ,449;;CENTRO;;;SAO CARLOS;SP;13560-000;;
333;4-00333;N;NULL;MAD GRAPHIX;MOTO-CAPACETE/PINTURA ;;9-NAO CONTR;;(__) 9715 - 0278;;;;R.DNA ALEXANDRINA,540;;;;;SAO CARLOS;;_____-___;;
335;4-00335;N;NULL;PNEU-ZACARIAS(RICARDO) ;PNEU-ZACARIAS(RICARDO) ;;9-NAO CONTR;;(16) 3941 - 0016;;;;;;;;;;;_____-___;;
336;4-00336;N;NULL;BANANA BRASIL ;BANANA BRASIL ;;9-NAO CONTR;;(__) 3372 - 4843;;KAREN - KARENBOTTATERRA.COM.BR;;;;;;;SAO CARLOS;SP;_____-___;;
337;4-00337;N;NULL;RODA-MULTIRODA/REFORMA;RODA-MULTIRODA/REFORMA;;9-NAO CONTR;;(16) 3116 - 7276;;GISLAINE - 3368-1048;;;;;;;;;_____-___;;
338;4-00338;N;NULL;TRANSPORTE-VIACAO COMETA;TRANSPORTE-VIACAO COMETA;;9-NAO CONTR;;(__) 3371 - 2299;;ENCOMENDAS-3307-5090;;;;;;;SAO CARLOS;SP;13560-000;;
339;4-00339;N;;ADRIANA (REINALDO);ADRIANA (REINALDO);;9-NAO CONTR;;(16) 8122 - 2755;;;;;;;;3548906;SAO CARLOS;SP;_____-___;;
340;4-00340;N;NULL;PNEU-COMETA ;PNEU-COMETA ;;9-NAO CONTR;;(17) 3236 - 8999;(17) 3358 - 9909;DAGOBERTO;;;;PQ.INDUSTRIAL;;;SAO JOSE DO RIO PRETO;SP;_____-___;;
341;4-00341;N;NULL;DIPESO;PNEU-LUMA  ;;9-NAO CONTR;;(15) 3233 - 7818;;ELIETE;;;;;;;;;_____-___;;
342;4-00342;N;NULL;PNEU-ABC ;PNEU-ABC ;;9-NAO CONTR;;(11) 4976 - 8845;;ELIDE;;;;;;;;;_____-___;;
343;4-00343;N;;CARLOS ALBERTO NOGUEIRA DE SOUZA;IMPORTADOS-CCN  ;;9-NAO CONTR;;(11) 3723 - 5586;(11) 3723 - 5591;CESAR/REGIS-011 37235597/92;;;;;;;SAO PAULO;SP;_____-___;;BRADESC0 AG:0301-8/CONTA 30603-7
344;4-00344;N;NULL;TITAN DISTRIBUIDORA DE AUTO PECAS LTDA;ACESSORIOS-TITAN ;;9-NAO CONTR;;(11) 6488 - 3129;;0800-106644;;;;;;;;;_____-___;vendas@titanpartes.com.br;
345;4-00345;N;NULL;PROGRAMA-FABIO RENATO;PROGRAMA-FABIO RENATO;;9-NAO CONTR;;(16) 9701 - 6156;(16) 3375 - 6103;;;;;;;;;;_____-___;;
346;4-00346;N;NULL;CONFECCAO-BERNARDO;CONFECCAO-BERNARDO;;9-NAO CONTR;;(16) 3411 - 0271;;;;R: SEBASTIAO SAMPAIO OSORIO, 974;;SANTA FELICIA;;;SAO CARLOS;SP;13560-000;cia.dascamisetas@itelefonica.com.br;
347;4-00347;N;;RETIFICA MOTORES-ELIO NUCCI;RETIFICA MOTORES-ELIO ;;9-NAO CONTR;;(__) 3368 - 3073;;3368-3753/;;;;;;;;;_____-___;;91868396-JUNINHO
348;4-00348;N;NULL;IMPORTADOS-VANS 2000 ;IMPORTADOS-VANS 2000 ;;9-NAO CONTR;;(11) 2909 - 2000;;JONE;;;;;;;;;_____-___;;
349;4-00349;N;;IMPORTADOS-DISAPE;IMPORTADOS-DISAPE;;9-NAO CONTR;;(__) 9784 - 7461;;SERGIO;;;;;;;;;_____-___;;
350;4-00350;N;NULL;REVEST-FREIOS;SERVO FREIO/REMANF-DIDI ;;9-NAO CONTR;;(__) 3371 - 5823;;;;R.OSVALDO CRUZ ,52;;CENTRO;;;SAO CARLOS;SP;13560-020;;
351;4-00351;N;NULL;SERVO FREIO/REMANF-EMERSON;SERVO FREIO/REMANF-EMERSON;;9-NAO CONTR;;(__) 3361 - 1159;;97414952---EMERSON;;;;;;;;;_____-___;;
352;4-00352;N;NULL;PISO-JOAO  BRAZ;PISO-JOAO  BRAZ;;9-NAO CONTR;;(__) 9207 - 7271;;;;;;;;;;;_____-___;;
353;4-00353;N;;TECNOPARTS AUTOPECAS COMERCIAL LTDA;RENAULT-RR PARTS COM.IMPORT.AUTO PECAS;148513338114;9-NAO CONTR;10.663.564/0001-68;(11) 3723 - 3130;;GUILHERME;;R: IQUIRIRIM, 632    634;;VILA INDIANA;;;SAO PAULO;SP;05586-001;rrparts@rrparts.com.br;"HSBC-AG:0337/CONTA : 0578699NISSAN/RENAULT/HIUNDAI"
354;4-00354;N;NULL;TRANSPORTE-BRASPRESS ;TRANSPORTE-BRASPRESS ;;9-NAO CONTR;;(11) 6221 - 2577;;016-33347272;;;;;;;ARARAQUARA;SP;_____-___;;
355;4-00355;N;NULL;PATTHI TRANSP.DISTRIB.LTDA;TRANSPORTE-PATTHI;113837049110;9-NAO CONTR;71.997.274/0001-45;(11) 5548 - 9900;;(11) 3294-0916;;R.DOM AGUIRE.602/652;;PQ.IND.TAQUARAL;;;SAO PAULO;SP;04671-903;patthi@patthitransportes.com.br;
356;4-00356;N;;PANAMBRA TECNICA IMPORT. E EXPORT. LTDA;EQUIPAMENTOS/VENDA-PANAMBRA ;;9-NAO CONTR;;(11) 3346 - 6379;(11) 3272 - 8777;HEN.AMORIMIG.COM.BR;;AV: DO ESTADO, 5588;;CAMBUCI;;;SAO PAULO;SP;01516-000;hen.amorim.jr@gmail.com;"BRASIL-3322-7 CC.828730-9 (HENRIQUE AG:0670 CC 14074-8 BANCO 341/CNPJ 02.133.952/0001-09ASSISTENCIA TECNICA   11 3346-6391   HENRIQUE 19-99796-5146  LEILA-PECAS (11) 3476-6382"
357;4-00357;N;NULL;TRANSPORTE-VARILOG;TRANSPORTE-VARILOG;;9-NAO CONTR;;(__) 3372 - 6135;;;;;;;;;SAO CARLOS;SP;_____-___;;
358;4-00358;N;NULL;EBER BUENO;CHECK EXPRESS ;;9-NAO CONTR;;(__) 3376 - 9696;;;;;;;;;SAO CARLOS;SP;_____-___;erberbueno@terra.com.br;
360;4-00360;N;;COMERCIAL VALFLEX FERRAM. E EQUIP. LTDA ;FERRAMENTA-VALFLEX;115234280116;9-NAO CONTR;02.752.999/0001-50;(11) 2796 - 6161;(11) 6618 - 3318;MAURICIO/EDSON;;AV. CARLOS DE CAMPOS, 173;;PARI;;;SAO PAULO;SP;03028-001;vendas08@comercialvalflex.com.br;"BRADESCO AG:0547-9  CC; 54.024-2"
361;4-00361;N;NULL;FERRAMENTA-ARI ;FERRAMENTA-ARI ;;9-NAO CONTR;;(__) 9703 - 4748;(__) 3374 - 5472;;;;;;;;SAO CARLOS;SP;_____-___;;
362;4-00362;N;NULL;COMPUTADOR-CEA ;COMPUTADOR-CEA ;;9-NAO CONTR;;(__) 3362 - 5534;;CLAUDIA;;;;;;;;;_____-___;;
363;4-00363;N;;DISCASA DIST.S.CARLOS LTDA;DISCASA;637.007.991-119;9-NAO CONTR;59.599.134/0001-13;(16) 3362 - 2530;;NEI/EDVALDO;;RUA DONA ALEXANDRINA;138;VILA MONTEIRO (GLEBA I);;3548906;SAO CARLOS;SP;13560-290;;"3362-2520 NETO/PAULA        KIKO- ATENDE O BETOFINANCEIRO  BRUNA ONOFRE  COBRANCADISCASA.COM.BR  3362-2500"
364;4-00364;N;NULL;TRANSPORTE-RODOVIARIA ;TRANSPORTE-RODOVIARIA ;;9-NAO CONTR;;(__) 3371 - 9209;;;;;;;;;;;_____-___;;
365;4-00365;N;NULL;PNEU-CONTYRES (MOTOS);PNEU-CONTYRES (MOTOS);;9-NAO CONTR;;(17) 9102 - 5551;;EDEVALDO;;;;;;;SAO JOSE RIO PRETO;SP;_____-___;;
366;4-00366;N;NULL;TRANSPORTE-EMPRESA CRUZ/REUNIDAS ;TRANSPORTE-EMPRESA CRUZ/REUNIDAS ;;9-NAO CONTR;;(__) 3371 - 1307;;ENCOMENDAS-3374-4041 (MERCADORIAS);;;;;;;;;_____-___;;
367;4-00367;N;NULL;ACESSORIOS-W.A.C.-SOM AUTOMOTIVO ;ACESSORIOS-W.A.C.-SOM AUTOMOTIVO ;;9-NAO CONTR;;(__) 3411 - 0419;;81547775;;;;;;;SAO CARLOS;SP;13560-000;;
369;4-00369;N;;OLEO QUEIMADO-EDSON (COMPRA);OLEO QUEIMADO (COMPRA) ;;9-NAO CONTR;;;;EDSON;;;;;;;;;_____-___;;
370;4-00370;N;NULL;MOVEIS P/ESCRITORIO-MEGA MOVEIS ;MOVEIS P/ESCRITORIO-MEGA MOVEIS ;;9-NAO CONTR;;(19) 3585 - 4324;;FABIANO;;R. D. BALBINA, 70;;;;;PORTO FERREIRA;SP;_____-___;mega_moveis_para_escritorio@hotmail.com;
371;4-00371;N;NULL;FABIO-COBRANCAS;FABIO-COBRANCAS;;9-NAO CONTR;;(__) 9703 - 6882;;88266566;;;;;;;;;_____-___;;
372;4-00372;N;NULL;MATERIAIS P/COSNTRUCAO-LIDER CIMENTO;MATERIAIS P/COSNTRUCAO-LIDER CIMENTO;;9-NAO CONTR;;(__) 3363 - 2500;;;;;;;;;SAO CARLOS;SP;_____-___;;
373;4-00373;N;NULL;RIBEIRO S/A-COMERCIO DE PNEUS;PNEU-PNEUMAR;582754462117;9-NAO CONTR;75.308.551/0042-94;(16) 3019 - 8500;;ROGERIO (16)3019-8510;;AV.PRESIDENTE CASTELO;;;;;RIB.PRETO;;14009-400;olair@pneumar.com.br;OLAIR-044-99220728/044-32214000
374;4-00374;N;NULL;ALUJET;RODA-LAM (ORIGINAIS) ;;9-NAO CONTR;;(11) 2028 - 8831;(19) 3856 - 4018;WWW.LAMRODAS.COM;;AV.DR.LINO DE M.LEME ,266-APTO 153-JD.AEROPORTO;;;;;;;_____-___;;BRASIL AG:2659-X/CC:6120-4
375;4-00375;N;NULL;TELHAS-GRUPPOTELHAS INDUST. E COM. LTDA ;TELHAS-GRUPPOTELHAS INDUST. E COM. LTDA ;;9-NAO CONTR;;(19) 3464 - 5200;;EDNA;;AV. JUSCELINO KUBITSCHEK DE OLIVEIRA, 1402;;DISTRITO INDUSTRIAL;;;STA BARBARA;SP;_____-___;vendas@gruppotelhas.com.br;
